曲名,サムネ用リンク,MVリンク,フル尺リンク,MV公開,3Dリンク,3Dリンク2,公開日,ユニット,歌唱,歌唱2,歌唱3,男女,外部,箱内カバー,全体曲,ライバー自身が制作（作曲・イラスト等）,備考,備考2,備考3,備考4,踊ろう！,振付リンク,振付リンク2,振付リンク3,オンラインライブ等で披露済,カラオケ（DAM）,カラオケ（JOYSOUND）,フィジカルCDリリース,デジタルリリース,サブスクリンク,独特なコーレス,3D配信リンク2,3D配信リンク3,メモ2,Shortsリンク,その他リンク,その他2,その他3,説明1,メモ3,BPM,疾走感,しっとり・チル,盛り上がる,熱い・パワフル,ワイルド・攻撃的,明るい・キラキラ,ハッピー・ポジティブ,ポップな,可愛い,爽やか,透明感,セクシー・色気がある,クール・かっこいい,オシャレ・スタイリッシュ,シリアス・ダーク,アンニュイ・ネガティブ,神秘的・幻想的,壮大・ドラマチック,切ない・ノスタルジック,温かい・優しい,エモーショナル,クセが強い・ユニーク,個数,25↑,最大値,平均,確認用,
【Cover】Wonder NeverLand（FOCUS ONバンドル購入特典トラック）,https://linktr.ee/nijisanji_single_collection,,,FALSE,,,2023/05/10,,周央サンゴ、長尾景、伏見ガク、先斗寧、本間ひまわり,,,男女混合,FALSE,TRUE,TRUE,FALSE,※FOCUS ONバンドル購入特典トラック,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
【Cover】虹色のPuddle（FOCUS ONバンドル購入特典トラック）,https://linktr.ee/nijisanji_single_collection,,,FALSE,,,2023/05/10,,花畑チャイカ、早瀬走、フミ、勇気ちひろ、リゼ・ヘルエスタ、レオス・ヴィンセント,,,男女混合,FALSE,TRUE,TRUE,FALSE,※FOCUS ONバンドル購入特典トラック,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
ヘラクレス学園 校歌,https://youtu.be/G8yMXxscPFg?si=oP25EmjTHbWraWr5,https://youtu.be/G8yMXxscPFg?si=oP25EmjTHbWraWr5,,TRUE,,,2023/05/15,チームヘラクレス2023,緑仙、因幡はねる、空星きらめ、松本吉弘,,,男女混合,TRUE,FALSE,FALSE,TRUE,作詞：緑仙とヘラクレスリスナーのみんな,作曲：弦月藤士郎,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
No Reason.,https://youtu.be/TKG9lqZ6fHk?si=OWi2eJ-gJ1ORbPZd,https://youtu.be/TKG9lqZ6fHk?si=OWi2eJ-gJ1ORbPZd,,TRUE,https://youtu.be/ZtyDsJG311Y?si=w7BnlyvNbLN9fWOz,,2023/06/09,VΔLZ,長尾景、弦月藤士郎、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://nex-tone.link/A00118695,FALSE,https://www.youtube.com/live/Rz0O68Ejblw?si=c1IEAKYt8JS-sKI8&t=1877,,,,,,,重厚なバンドアンサンブルが印象的,,101,,,,20,37,,,,,,,3,25,15,,,,,,,,,5,2,37,20,100,
SHOOTING DELTA,https://youtu.be/nnP-GeBoj6E?si=IKiTuj_dgdJFMxNe,https://youtu.be/nnP-GeBoj6E?si=IKiTuj_dgdJFMxNe,,TRUE,https://youtu.be/RpOnPXYoFQM?si=MJjiAU7hdYp_94O2,,2023/06/09,VΔLZ,長尾景、弦月藤士郎、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,TRUE,作詞・作曲：弦月藤士郎、甲斐田晴,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://nex-tone.link/A00118696,FALSE,https://www.youtube.com/live/BqX-jwptb5k?si=d0xARylBNORtpdXI&t=5957,,,,,,,,,176,,,15,,,,30,25,,15,,,,,,,,,,,15,,5,2,30,20,100,
のうぎょうのうた,https://youtu.be/PJAgQgdjZzg?si=Vn3Y984IlAaAitCj&t=947,,,FALSE,,,2023/06/22,ROF-MAO,剣持刀也、加賀美ハヤト、不破湊、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,TRUE,作詞・作曲：甲斐田晴,,,,FALSE,,,,,TRUE,TRUE,TRUE,FALSE,,FALSE,,,,https://www.youtube.com/shorts/-VO0OxkxIdE,https://youtu.be/PJAgQgdjZzg?si=ozRZvRsHnktGA0Zt,https://rof-mao.lnk.to/overflowID,,,,85,,10,,,,,,,,10,,,,,,,,10,,10,10,20,6,0,20,11.66666667,70,
タコ敗北ラップ,https://youtu.be/0ezNBnpqV6c?si=Tpr1R8aX4TtFFym9,,,FALSE,,,2023/07/08,,星導ショウ,,,男性ソロ,FALSE,FALSE,FALSE,TRUE,ラップ・動画：星導ショウ,MIX：伊波ライ,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Challengers,https://youtu.be/kz5QjbP4uWU?si=e6w3NQIDgdZthTh4,https://youtu.be/kz5QjbP4uWU?si=e6w3NQIDgdZthTh4,,TRUE,,,2023/08/09,ROF-MAO,剣持刀也、加賀美ハヤト、不破湊、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://rof-mao.lnk.to/overflowID,FALSE,,,,,,,,,,100,,,,35,,,,,,,12.5,,17.5,,,,,30,,,5,,5,2,35,20,100,
めにまにカンパニー,https://youtu.be/2azlhiDhp1E?si=fwbg8KYBiRhnbi1r,https://youtu.be/2azlhiDhp1E?si=fwbg8KYBiRhnbi1r,,TRUE,https://www.youtube.com/watch?v=1YDf0qW1t-A,,2023/08/19,めにまにカンパニー,桜凛月、長尾景、ナラ・ハラマウン、セフィナ,,,男女混合,FALSE,FALSE,FALSE,TRUE,作詞・作曲：弦月藤士郎,,,,FALSE,,,,,TRUE,FALSE,FALSE,TRUE,https://linkco.re/Hc87DMEp,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
HANABI,https://youtu.be/uplOB-fzsDo?si=RqsolcbLKNBG2sDR,https://youtu.be/uplOB-fzsDo?si=RqsolcbLKNBG2sDR,,TRUE,,,2023/09/13,ROF-MAO,剣持刀也、加賀美ハヤト、不破湊、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://rof-mao.lnk.to/overflowID,FALSE,,,,,https://youtu.be/fVLJariQIGo?si=ZsXEnDVHjjC8YF7w,,,,,146,,,30,,,,35,5,,30,,,,,,,,,,,,,4,3,35,25,100,
扉,https://youtu.be/ETkAyyyuqzs,https://youtu.be/ETkAyyyuqzs,,TRUE,,,2023/09/25,VΔLZ,長尾景、弦月藤士郎、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://nex-tone.link/A00122742,FALSE,https://www.youtube.com/live/22GbH8aIKvM?si=uVCMqZElVqYNjXn_&t=2795,,,,,,,未来への期待を歌った疾走感溢れる一曲。,,194,25,,10,,,,30,,,35,,,,,,,,,,,,,4,3,35,25,100,
もちもちハリネズミ,https://youtu.be/sVgX2Ih--Cs?si=FC2kxEdPe5RSkPvR&t=733,,,FALSE,,,2023/10/05,ROF-MAO,剣持刀也,,,男性ソロ,FALSE,FALSE,FALSE,TRUE,作詞：加賀美ハヤト、不破湊、甲斐田晴,作曲：甲斐田晴,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,,,,https://youtu.be/8NdFQroODKs?si=LchjogzvNET-Zvyz,https://youtu.be/sVgX2Ih--Cs?si=hq8swlB5SmcmlvHu,,,,,184,,,,,,,10,40,,,,,,,,,,,,,,20,3,1,40,23.33333333,70,
フルカウント,https://youtu.be/shMxHvDNUxs?si=ewpkH-Xykkgms4Ud,https://youtu.be/shMxHvDNUxs?si=ewpkH-Xykkgms4Ud,,TRUE,https://youtu.be/jYvU7-tWQxI?si=4_Sj3TL72PPvFffC,,2023/10/06,ROF-MAO,剣持刀也、加賀美ハヤト、不破湊、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://rof-mao.lnk.to/overflowID,FALSE,https://www.youtube.com/live/qVylRMGabv8?si=t5NPauCOy7b-h_Ok&t=3130,,,,,,,,,145,7.5,,5,17.5,,,,,,22.5,,,10,,,,,22.5,,5,10,,8,0,22.5,12.5,100,
感情BONDING,https://youtu.be/VhGw4U5RgJU?si=yQVaDFN0QKR8K45x,,,TRUE,https://youtu.be/VhGw4U5RgJU?si=yQVaDFN0QKR8K45x,,2023/10/18,ROF-MAO,剣持刀也、加賀美ハヤト、不破湊、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://rof-mao.lnk.to/overflowID,FALSE,,,,,,,,,,130,,,17.5,,,,,,,,,45,10,27.5,,,,,,,,,4,2,45,25,100,
"Thank you, Promise!",https://youtu.be/5jPU1t5frxU?si=KtyA3zmjNki5wQOo,,,FALSE,,,2023/10/18,ROF-MAO,剣持刀也、加賀美ハヤト、不破湊、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://rof-mao.lnk.to/overflowID,FALSE,,,,,,,,,,132,,2.5,,,,,32.5,10,,20,,,,,,,,,,30,5,,6,2,32.5,16.66666667,100,
Crazy Buddies!,https://youtu.be/0dRfCWoMVMU?si=IhOpXkKQexoDL8r6,,,FALSE,,,2023/10/18,ROF-MAO,剣持刀也、加賀美ハヤト、不破湊、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://rof-mao.lnk.to/overflowID,FALSE,,,,,https://youtu.be/g0P0Tk6p27A?si=ZnpKN23kP7l_pODw,,,,,135,,,25,,,,35,,,,,,,,,,,,,15,,25,4,3,35,25,100,
Life is Onceで候,https://youtu.be/WYzabp1bz_A?si=_tpI5UkUfmjv7qb2,,,FALSE,,,2023/10/18,ROF-MAO,剣持刀也、加賀美ハヤト、不破湊、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://rof-mao.lnk.to/overflowID,TRUE,,,,,https://youtu.be/hZFg5F6hphs?si=Fclh4BEsDEcPvpYS,,,,,200,22.5,,25,,,,25,,,,,,,,,,,,,,,27.5,4,3,27.5,25,100,
Do or Die,https://youtu.be/CGQv3n7vMb0?si=PFdCRft1msTPLC9V,,,FALSE,,,2023/10/18,ROF-MAO,剣持刀也、加賀美ハヤト、不破湊、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://rof-mao.lnk.to/overflowID,FALSE,,,,,,,,,,242,,,5,,,,,,,,,45,20,30,,,,,,,,,4,2,45,25,100,
月が綺麗だ。,https://youtu.be/sdR1ZmDXS8w?si=C1uk-KbDWdrEkZME,https://youtu.be/sdR1ZmDXS8w?si=C1uk-KbDWdrEkZME,,TRUE,,,2023/10/25,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://nex-tone.link/A00135047,FALSE,https://www.youtube.com/live/Cj6qVVDU3as?si=tnq8OjwrLwlsYpzJ&t=11895,,歌謡祭24D3,,,,,,,170,,,,,,,,,,20,15,,15,,,,,,,30,20,,5,1,30,20,100,
猋,https://youtu.be/WA3UIIFWrKM?si=jpTR5TlSKmXYei6v,https://youtu.be/WA3UIIFWrKM?si=jpTR5TlSKmXYei6v,,TRUE,,,2023/10/31,,柴凛太郎、x0o0x_、弦月藤士郎,,,男性ユニット,TRUE,FALSE,FALSE,TRUE,作詞・動画：弦月藤士郎,,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
【Cover】Hurrah!!（にじさんじ国際歌リレー企画2023）,https://youtu.be/VxWRgVUCWiM?si=nEhHOuDxn_jp8T2e,https://youtu.be/VxWRgVUCWiM?si=nEhHOuDxn_jp8T2e,,FALSE,,,2023/12/10,,セフィナ、セラフ・ダズルガーデン、緋八マナ、夢追翔、Maria Marionette、Luca Kaneshiro、Meloco Kyoran、町田ちま、レヴィ・エリファ、ガオン、Sonny Brisko、レザ・アファンルナ、ライラ・アルストロエメリア、Millie Parfait、Pomu Rainpuff,,,男女混合,FALSE,TRUE,FALSE,FALSE,企画：にじさんじ国際歌リレー企画（#NIJIMelody2023）,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Not for me,https://youtu.be/c9guOKk1TIQ?si=PkTAWrPo6RaVoI6M,,,FALSE,,,2023/12/30,こじらせハラスメント,緑仙,,,"女性ソロ, 男性ソロ",FALSE,FALSE,FALSE,TRUE,作詞・作曲・編曲：弦月藤士郎,,,,FALSE,,,,,FALSE,FALSE,FALSE,TRUE,https://linkco.re/UtCyTfc6,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Panic×Panic××,https://youtu.be/h1LL7iOc6dA?si=L7nk0OXRLfaqku_h,,,FALSE,,,2023/12/30,こじらせハラスメント,弦月藤士郎,,,男性ソロ,FALSE,FALSE,FALSE,TRUE,作詞・作曲：弦月藤士郎,,,,FALSE,,,,,FALSE,FALSE,FALSE,TRUE,https://linkco.re/UtCyTfc6,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
All is mine,https://youtu.be/6_IObiOCUA8?si=X91SoDSsap3-xyns,,,FALSE,,,2023/12/30,こじらせハラスメント,相羽ういは,,,女性ソロ,FALSE,FALSE,FALSE,TRUE,作詞・作曲：弦月藤士郎,,,,FALSE,,,,,FALSE,FALSE,FALSE,TRUE,https://linkco.re/UtCyTfc6,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
ドキドキドキュメント,https://youtu.be/-7CIsgkbDJQ?si=L18NSEOH0q_KsQdR,,,FALSE,,,2023/12/30,こじらせハラスメント,緑仙、相羽ういは、弦月藤士郎,,,男女混合,FALSE,FALSE,FALSE,TRUE,作詞・作曲：弦月藤士郎,振付：相羽ういは,,,TRUE,https://youtube.com/shorts/Q4EZFhK8JAA?si=-TXxQ_NSn05drAnf,https://vt.tiktok.com/ZS9HHu76k/,,,FALSE,FALSE,FALSE,TRUE,https://linkco.re/UtCyTfc6,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
終点,https://youtu.be/RYWjdxPgyhw?si=3D-YTvYXl7wZl9fW,,,FALSE,,,2024/02/14,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://nex-tone.link/A00135047,FALSE,,,,,,,,,,150,,10,,,,,,,,,,,,10,40,,,,20,,20,,5,1,40,20,100,
率直,https://youtu.be/KV9aWbia0js?si=TqBngkkMsMY99VlS,,,FALSE,,,2024/02/14,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://nex-tone.link/A00135047,FALSE,,,,,,,,,,164,,,,,,,25,,,50,,,,,,,,,,25,,,3,3,50,33.33333333,100,
一瞬と一生,https://youtu.be/kIs2sBxujss?si=EBap8t5U_RrXhAgS,,,FALSE,,,2024/02/14,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://nex-tone.link/A00135047,FALSE,,,,,,,,,,200,,,,10,,,,,,,,,,,25,,,50,,,15,,4,2,50,25,100,
この場所で,https://youtu.be/trQQv_5enC8?si=EwHx80MRTEomGjOe,https://youtu.be/trQQv_5enC8?si=EwHx80MRTEomGjOe,,TRUE,,,2024/02/14,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://nex-tone.link/A00135047,FALSE,,,,,,,,,,214,,,,,,,45,10,,20,,,,,,,,,,25,,,4,2,45,25,100,
素顔のままでいて,https://youtu.be/7N9CBFIzMhA?si=Xw_iLlkte9yBykBz,,,FALSE,,,2024/02/14,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://nex-tone.link/A00135047,FALSE,,,,,,,,,,220,,5,,,,,,,,,,50,,40,,,,,,5,,,4,2,50,25,100,
黎明の轍,https://youtu.be/IUCePEKB8dE?si=le0n8JBwTYY8m5BB,https://youtu.be/IUCePEKB8dE?si=le0n8JBwTYY8m5BB,,TRUE,https://youtu.be/ixl0scGanGU?si=GkWAapVyg1EFlc58,,2024/02/25,VΔLZ,長尾景、弦月藤士郎、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://nex-tone.link/A00153519,FALSE,https://www.youtube.com/live/rAQAIGKXtnQ?si=dGo5UYLQLgoZZ8bb&t=1602,https://www.youtube.com/live/qdQtHY34W08?si=t-w1ucJRC0VqWSmt&t=282,5周年,,,,,ストーリーコンテンツ『桜魔大戦譚 ～相対するモノたちへ～』のテーマ曲。,,190,,,5,15,,,,,,,,,25,,25,,,30,,,,,5,3,30,20,100,
MIRROR,https://youtu.be/7LYGF4Np8YQ?si=hTBGPA_4VjRpjGe0,https://youtu.be/7LYGF4Np8YQ?si=hTBGPA_4VjRpjGe0,,TRUE,,,2024/04/04,,長尾景,,,男性ソロ,FALSE,FALSE,FALSE,TRUE,原案：長尾景,,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
才能が無いから何だ,https://youtu.be/pmnk1EPoMXs?si=VWHuhqsvC5rRxpo9,https://youtu.be/pmnk1EPoMXs?si=VWHuhqsvC5rRxpo9,,TRUE,,,2024/04/05,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://linkco.re/dUptry6v,TRUE,,,,,,,,,,185,,,,40,,,,,,,,,,,,,,10,,10,40,,4,2,40,25,100,
Hands Up,https://youtu.be/AptfgFp8ui0?si=GRgyb61_LrOCSk7N,,,TRUE,https://youtu.be/AptfgFp8ui0?si=GRgyb61_LrOCSk7N,,2024/04/21,ROF-MAO,剣持刀也、加賀美ハヤト、不破湊、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://rof-mao.lnk.to/diveinID,FALSE,,,,,,,,,,174,,,25,5,,,30,,,25,,,,,,,,,,,15,,5,3,30,20,100,
青春応歌,https://youtu.be/_QlaA-RG7Lk?si=fHa6ChAFqvwL1oSH,https://youtu.be/_QlaA-RG7Lk?si=fHa6ChAFqvwL1oSH,,TRUE,,,2024/05/24,VΔLZ,長尾景、弦月藤士郎、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://nex-tone.link/A00153519,TRUE,https://www.youtube.com/live/rAQAIGKXtnQ?si=s3Ghe_W60qPEw-SG&t=1808,https://www.youtube.com/live/qdQtHY34W08?si=dp1s0Jt2nY3IlsLv&t=4290,5周年,,,,,応援のメッセージが込められた、ミドルテンポなロックナンバー。,,125,,,30,35,,,5,,,,,,30,,,,,,,,,,4,3,35,25,100,
DAY BY DAY,https://youtu.be/JvG08iOUB1A?si=_WKnJDIXIYRhG40C,,,FALSE,,,2024/06/05,VΔLZ,長尾景、弦月藤士郎、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://nex-tone.link/A00153519,FALSE,https://www.youtube.com/live/rAQAIGKXtnQ?si=dQ0qCflaB761d2jZ&t=2777,,,,,,,スイング感がありつつ、シンプルな3声ハモリが映える楽曲。,,95,,10,,,,,15,,,10,,,,12.5,,,,,,25,27.5,,6,2,27.5,16.66666667,100,
SOUP,https://youtu.be/v_Bj3oGvfwg?si=pHnNIB_mNM6LTy_e,https://youtu.be/v_Bj3oGvfwg?si=pHnNIB_mNM6LTy_e,,TRUE,,,2024/06/05,VΔLZ,長尾景、弦月藤士郎、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://nex-tone.link/A00153519,FALSE,https://www.youtube.com/live/Rz0O68Ejblw?si=wBxUVlkHy11mQujc&t=2896,,,,,,,繊細に入れ替わり続けるハモリが特徴的な、美しく温かみのある楽曲。,,120,,15,,,,,,,,,25,,,10,,,,,5,15,30,,6,2,30,16.66666667,100,
ブリキの魂,https://youtu.be/bnkXJOoYZjA?si=wC8E1WQqu3ZfywIR,https://youtu.be/bnkXJOoYZjA?si=wC8E1WQqu3ZfywIR,,TRUE,,,2024/06/05,VΔLZ,長尾景、弦月藤士郎、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,TRUE,作詞：甲斐田晴,作曲：弦月藤士郎,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://nex-tone.link/A00153519,FALSE,https://www.youtube.com/live/Rz0O68Ejblw?si=T1fwi0tGdnodezD_&t=1649,,,,,,,VΔLZの歩み・転換期について、メンバーが案を出し合いながら制作・歌唱したエモーショナルな一曲。,,178,,,,,,,,,,,,,10,,25,,,35,,5,25,,5,3,35,20,100,
Treasure Believer,https://youtu.be/E0g9Oy1QCEg?si=p6Ce9XsM8yz6umvc,,,FALSE,,,2024/06/05,VΔLZ,長尾景、弦月藤士郎、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,https://youtube.com/shorts/nLjqLQMizYQ?si=5t9_fadm3gt-4rqR,,,,TRUE,TRUE,TRUE,TRUE,https://nex-tone.link/A00153519,FALSE,https://www.youtube.com/live/rAQAIGKXtnQ?si=alqsM6HXPWwtT0ZN&t=2527,https://www.youtube.com/live/22GbH8aIKvM?si=E3bOET1izULj8G8J&t=3309,,,,,,爽やかなバンドサウンドが特徴的な、前向きで明るい楽曲。,,180,,,,,,,37.5,12.5,,40,,,,,,,,,,10,,,4,2,40,25,100,
ムーンウォーカーズ,https://youtu.be/mXqAYfb3ya0?si=R2ecfcSL0p5g-AbE,,,TRUE,https://youtu.be/mXqAYfb3ya0?si=R2ecfcSL0p5g-AbE,,2024/06/05,VΔLZ,長尾景、弦月藤士郎、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://nex-tone.link/A00153519,FALSE,https://www.youtube.com/live/Rz0O68Ejblw?si=YvYm-vWgM5Mzrtb5&t=2054,https://www.youtube.com/live/qdQtHY34W08?si=C82_PF-Tslke4b4d&t=884,5周年,,,,,クールでスマートなロック。,,190,10,,,10,7.5,,,,,,,5,22.5,20,12.5,,,,,,12.5,,8,0,22.5,12.5,100,
DiVE !N,https://youtu.be/pla0iR5CG4M?si=m_N-Qrf3NhIVDNrK,https://youtu.be/pla0iR5CG4M?si=m_N-Qrf3NhIVDNrK,,TRUE,,,2024/07/01,ROF-MAO,剣持刀也、加賀美ハヤト、不破湊、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://rof-mao.lnk.to/diveinID,FALSE,https://www.youtube.com/live/Ip0bQfyoqgs?si=S38_7gnUfp7MHCRr&t=7282,,CDL,,,,,,,180,15,,20,,,,10,,,40,,,5,,,,,,,10,,,6,1,40,16.66666667,100,
空に描いた幸福論,https://youtu.be/MBZPzi8CYLg?si=qWlrrrnZu8QWExkS,https://youtu.be/MBZPzi8CYLg?si=qWlrrrnZu8QWExkS,,TRUE,,,2024/07/05,,周央サンゴ,,,女性ソロ,FALSE,FALSE,FALSE,TRUE,作詞・作曲：夢追翔,アルバム：音楽が消えた街,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://linkco.re/UR7AuqzF,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
ひろふみにフラれた,https://youtu.be/ZrobzyIdOA0?si=g_XzzGvKfoVR3Tlv,,,FALSE,,,2024/07/06,,榊ネス,コーラス：星導ショウ,,男性ソロ,FALSE,FALSE,FALSE,TRUE,作詞・作曲・動画：榊ネス,,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Amazing Moment,https://youtu.be/IsUsPZXHRfk?si=xzxE6147YQJMxUCG,https://youtu.be/IsUsPZXHRfk?si=xzxE6147YQJMxUCG,,TRUE,,,2024/07/11,VΔLZ＆DRAMATIC STARS,長尾景、弦月藤士郎、甲斐田晴、天道輝、桜庭薫、柏木翼,,,男性ユニット,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://lnk.to/LZC-2803,FALSE,,,,,https://youtu.be/IsUsPZXHRfk?si=xzxE6147YQJMxUCG,,,,,130,,,10,,,,25,10,,30,,,,,,,,10,,,15,,6,2,30,16.66666667,100,
アテンションノート,https://youtu.be/cD4a6ealn28?si=UntX_7ZuPnyf5nEZ,https://youtu.be/cD4a6ealn28?si=UntX_7ZuPnyf5nEZ,,TRUE,,,2024/07/12,,シェリン・バーガンディ,その他CV：夢追翔、周央サンゴ、健屋花那、リゼ・ヘルエスタ,,男性ソロ,FALSE,FALSE,FALSE,TRUE,作詞・作曲：夢追翔,アルバム：音楽が消えた街,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://linkco.re/UR7AuqzF,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
【Cover】Hurrah!! (Shu Yamino 3D Debut Version),https://youtu.be/JKjfjD_oJuE?si=nixP-R3PnetcRWp1,https://youtu.be/JKjfjD_oJuE?si=nixP-R3PnetcRWp1,,FALSE,,,2024/07/13,,Shu Yamino、戌亥とこ、フレン・E・ルスタリオ、長尾景、オリバー・エバンス、レイン・パターソン、Elira Pendora、Rosemi Lovelock、Petra Gurin、Enna Alouette、Reimu Endou、Millie Parfait、Ike Eveland、Vox Akuma、Luca Kaneshiro、Sonny Brisko、Uki Violeta、Maria Marionette、Ren Zotto、Doppio Dropscythe,,,男女混合,FALSE,TRUE,TRUE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
