分類,配信内容,配信日,曲名,歌手名,リンク,甲斐田歌唱,コラボライバー,演奏
弾き語り,弾き語り配信,2020/11/05,別の人の彼女になったよ,wacci,https://youtu.be/0gcSFNEgpoA?t=1077,TRUE,,
弾き語り,弾き語り配信,2020/11/05,RAIN,SEKAI NO OWARI,https://youtu.be/0gcSFNEgpoA?t=1452,TRUE,,
弾き語り,弾き語り配信,2020/11/05,ETERNAL BLAZE,水樹奈々,https://youtu.be/0gcSFNEgpoA?t=2002,TRUE,,
弾き語り,弾き語り配信,2020/11/05,星が瞬くこんな夜に,Supercell,https://youtu.be/0gcSFNEgpoA?t=2207,TRUE,,
弾き語り,弾き語り配信,2020/11/05,カワキヲアメク,美波,https://youtu.be/0gcSFNEgpoA?t=2692,TRUE,,
弾き語り,弾き語り配信,2020/11/05,しおり,Aqua Timez,https://youtu.be/0gcSFNEgpoA?t=2821,TRUE,,
弾き語り,弾き語り配信,2020/11/05,儚くも永久のカナシ,UVERworld,https://youtu.be/0gcSFNEgpoA?t=3457,TRUE,,
弾き語り,弾き語り配信,2020/11/05,いのちの名前,木村弓,https://youtu.be/0gcSFNEgpoA?t=3861,TRUE,,
弾き語り,弾き語り配信,2020/11/05,世界は恋に落ちている,CHiCO with HoneyWorks,https://youtu.be/0gcSFNEgpoA?t=4141,TRUE,,
弾き語り,弾き語り配信,2020/11/05,プラチナ,坂本真綾,https://youtu.be/0gcSFNEgpoA?t=5389,TRUE,,
弾き語り,弾き語り配信,2020/11/11,ハロ／ハワユ,ナノウ,https://youtu.be/2Wx2TOBs9yA?t=217,TRUE,,
弾き語り,弾き語り配信,2020/11/11,ニア,夏代孝明,https://youtu.be/2Wx2TOBs9yA?t=625,TRUE,,
弾き語り,弾き語り配信,2020/11/11,カブトムシ,aiko,https://youtu.be/2Wx2TOBs9yA?t=995,TRUE,,
弾き語り,弾き語り配信,2020/11/11,奏,スキマスイッチ,https://youtu.be/2Wx2TOBs9yA?t=1365,TRUE,,
弾き語り,弾き語り配信,2020/11/11,タッチ,岩崎良美,https://youtu.be/2Wx2TOBs9yA?t=1801,TRUE,,
弾き語り,弾き語り配信,2020/11/11,亜麻色の髪の乙女,島谷ひとみ,https://youtu.be/2Wx2TOBs9yA?t=2149,TRUE,,
弾き語り,弾き語り配信,2020/11/11,君じゃなきゃダメみたい,オーイシマサヨシ,https://youtu.be/2Wx2TOBs9yA?t=2529,TRUE,,
弾き語り,弾き語り配信,2020/11/11,夜もすがら君想ふ,TOKOTOKO(西沢さんＰ),https://youtu.be/2Wx2TOBs9yA?t=2886,TRUE,,
弾き語り,弾き語り配信,2020/11/11,だから僕は音楽を辞めた,ヨルシカ,https://youtu.be/2Wx2TOBs9yA?t=3185,TRUE,,
弾き語り,弾き語り配信,2020/11/11,猫,DISH//,https://youtu.be/2Wx2TOBs9yA?t=3388,TRUE,,
弾き語り,弾き語り配信,2020/11/11,SHINING LINE*,わか・ふうり・ゆな from STAR ANIS,https://youtu.be/2Wx2TOBs9yA?t=4035,TRUE,,
弾き語り,弾き語り配信,2020/11/11,My Dearest,supercell,https://youtu.be/2Wx2TOBs9yA?t=4871,TRUE,,
弾き語り,弾き語り配信,2020/11/11,Departures ～あなたにおくるアイの歌～,EGOIST,https://youtu.be/2Wx2TOBs9yA?t=5465,TRUE,,
弾き語り,弾き語り配信,2020/11/11,Sincerely,TRUE,https://youtu.be/2Wx2TOBs9yA?t=5824,TRUE,,
弾き語り,弾き語り配信,2020/11/11,Catch the Moment,LiSA,https://youtu.be/2Wx2TOBs9yA?t=6963,TRUE,,
弾き語り,弾き語り配信,2020/11/11,"One more time,One more chance",山崎まさよし,https://youtu.be/2Wx2TOBs9yA?t=7471,TRUE,,
弾き語り,弾き語り配信,2020/11/12,炎,LiSA,https://youtu.be/G48DBMAZJdk?t=930,TRUE,,
弾き語り,弾き語り配信,2020/11/12,ぎゅっと。,もさを。,https://youtu.be/G48DBMAZJdk?t=1226,TRUE,,
弾き語り,弾き語り配信,2020/11/12,小さきもの,林明日香,https://youtu.be/G48DBMAZJdk?t=1394,TRUE,,
弾き語り,弾き語り配信,2020/11/12,ひとりぼっちじゃない,coba＆宮沢和史,https://youtu.be/G48DBMAZJdk?t=1793,TRUE,,
弾き語り,弾き語り配信,2020/11/12,月光花,Janne Da Arc,https://youtu.be/G48DBMAZJdk?t=2234,TRUE,,
弾き語り,弾き語り配信,2020/11/12,ぼなぺてぃーと♡S,ブレンド・A,https://youtu.be/G48DBMAZJdk?t=2667,TRUE,,
弾き語り,弾き語り配信,2020/11/12,ハートリアライズ,Tia,https://youtu.be/G48DBMAZJdk?t=3064,TRUE,,
弾き語り,弾き語り配信,2020/11/12,courage,戸松遥,https://youtu.be/G48DBMAZJdk?t=3442,TRUE,,
弾き語り,弾き語り配信,2020/11/12,ジェットロケット,LiSA,https://youtu.be/G48DBMAZJdk?t=3642,TRUE,,
弾き語り,弾き語り配信,2020/11/12,恋！ハレイション THE WAR,ワルキューレ,https://youtu.be/G48DBMAZJdk?t=4346,TRUE,,
弾き語り,弾き語り配信,2020/11/12,いけないボーダーライン,ワルキューレ,https://youtu.be/G48DBMAZJdk?t=4462,TRUE,,
弾き語り,弾き語り配信,2020/11/12,お願いマッスル,紗倉ひびき(ファイルーズあい)、街雄鳴造(石川界人)   ,https://youtu.be/G48DBMAZJdk?t=5066,TRUE,,
弾き語り,弾き語り配信,2020/11/12,火炎,女王蜂,https://youtu.be/G48DBMAZJdk?t=5445,TRUE,,
弾き語り,弾き語り配信,2020/11/12,newsong,tacica,https://youtu.be/G48DBMAZJdk?t=6174,TRUE,,
弾き語り,弾き語り配信,2020/11/12,ハルモニア,RYTHEM,https://youtu.be/G48DBMAZJdk?t=6411,TRUE,,
弾き語り,弾き語り配信,2020/11/12,花,ORANGERANGE,https://youtu.be/G48DBMAZJdk?t=6677,TRUE,,
弾き語り,弾き語り配信,2020/11/12,カタオモイ,Aimer,https://youtu.be/G48DBMAZJdk?t=7221,TRUE,,
弾き語り,その他配信,2020/11/20,雪の華,中島美嘉,https://youtu.be/YkBxC3ea58Q?t=1899,TRUE,,
弾き語り,その他配信,2020/11/20,君の知らない物語,supercell,https://youtu.be/YkBxC3ea58Q?t=2306,TRUE,,
弾き語り,その他配信,2020/11/20,シュガーソングとビターステップ,UNISON SQUARE GARDEN,https://youtu.be/YkBxC3ea58Q?t=2884,TRUE,,
弾き語り,弾き語り配信,2020/11/21,ボクノート,スキマスイッチ,https://youtu.be/2TLKdRgqRbw?t=283,TRUE,,
弾き語り,弾き語り配信,2020/11/21,桃色片想い,松浦亜弥,https://youtu.be/2TLKdRgqRbw?t=667,TRUE,,
弾き語り,弾き語り配信,2020/11/21,チューリングラブ,ナナヲアカリ,https://youtu.be/2TLKdRgqRbw?t=990,TRUE,,
弾き語り,弾き語り配信,2020/11/21,KING,Kanaria,https://youtu.be/2TLKdRgqRbw?t=1312,TRUE,,
弾き語り,弾き語り配信,2020/11/21,猫,DISH//,https://youtu.be/2TLKdRgqRbw?t=1531,TRUE,,
弾き語り,弾き語り配信,2020/11/21,Snow halation,μ's,https://youtu.be/2TLKdRgqRbw?t=1890,TRUE,,
弾き語り,弾き語り配信,2020/11/21,津軽海峡冬景色,石川さゆり,https://youtu.be/2TLKdRgqRbw?t=2289,TRUE,,
弾き語り,弾き語り配信,2020/11/21,115万キロのフィルム,Official髭男dism,https://youtu.be/2TLKdRgqRbw?t=2658,TRUE,,
弾き語り,弾き語り配信,2020/11/21,アスノヨゾラ哨戒班,Orangestar,https://youtu.be/2TLKdRgqRbw?t=3165,TRUE,,
弾き語り,弾き語り配信,2020/11/21,シャルル,バルーン,https://youtu.be/2TLKdRgqRbw?t=3646,TRUE,,
弾き語り,弾き語り配信,2020/11/21,インフェルノ,Mrs.GREEN APPLE,https://youtu.be/2TLKdRgqRbw?t=4129,TRUE,,
弾き語り,弾き語り配信,2020/11/21,5センチ。,WaT,https://youtu.be/2TLKdRgqRbw?t=4637,TRUE,,
弾き語り,弾き語り配信,2020/11/21,炎,LiSA,https://youtu.be/2TLKdRgqRbw?t=4851,TRUE,,
弾き語り,弾き語り配信,2020/11/21,丸の内サディスティック,椎名林檎,https://youtu.be/2TLKdRgqRbw?t=5523,TRUE,,
弾き語り,弾き語り配信,2020/11/21,ラプンツェル,n-buna,https://youtu.be/2TLKdRgqRbw?t=5766,TRUE,,
弾き語り,弾き語り配信,2020/11/21,ピエロ,KEI,https://youtu.be/2TLKdRgqRbw?t=6071,TRUE,,
"音源協力, 演奏のみ",ギター演奏,2020/11/23,Thank you My teens,YUI,https://youtu.be/hL_5iDkEKfA,FALSE,相羽ういは,
弾き語り,弾き語り配信,2020/11/26,CHE.R.RY,YUI,https://youtu.be/Ugxi8mY8EcM?t=2085,TRUE,,
弾き語り,弾き語り配信,2020/11/26,ロマンスの神様,広瀬香美,https://youtu.be/Ugxi8mY8EcM?t=2420,TRUE,,
弾き語り,弾き語り配信,2020/11/26,紅蓮の弓矢,Linked Horizon,https://youtu.be/Ugxi8mY8EcM?t=2919,TRUE,,
弾き語り,弾き語り配信,2020/11/26,Q&Aリサイタル！,戸松遥,https://youtu.be/Ugxi8mY8EcM?t=3165,TRUE,,
弾き語り,弾き語り配信,2020/11/26,フィクション,sumika,https://youtu.be/Ugxi8mY8EcM?t=3623,TRUE,,
弾き語り,弾き語り配信,2020/11/26,ラピスラズリ,藍井エイル,https://youtu.be/Ugxi8mY8EcM?t=4157,TRUE,,
弾き語り,弾き語り配信,2020/11/26,UNION,OxT,https://youtu.be/Ugxi8mY8EcM?t=4584,TRUE,,
弾き語り,弾き語り配信,2020/11/26,TSUNAMI,サザンオールスターズ,https://youtu.be/Ugxi8mY8EcM?t=4868,TRUE,,
弾き語り,弾き語り配信,2020/11/26,もののけ姫,米良美一,https://youtu.be/Ugxi8mY8EcM?t=5471,TRUE,,
弾き語り,弾き語り配信,2020/11/26,となりのトトロ,井上あずみ,https://youtu.be/Ugxi8mY8EcM?t=5690,TRUE,,
弾き語り,弾き語り配信,2020/11/26,ポケットにファンタジー,さち＆じゅり,https://youtu.be/Ugxi8mY8EcM?t=6130,TRUE,,
弾き語り,弾き語り配信,2020/11/26,少年時代,井上陽水,https://youtu.be/Ugxi8mY8EcM?t=6362,TRUE,,
弾き語り,弾き語り配信,2020/11/29,Mela!,緑黄色社会,https://youtu.be/iIAs8Jkj2Fw?t=3757,TRUE,,
弾き語り,弾き語り配信,2020/12/03,Lost my music,涼宮ハルヒ(平野綾),https://youtu.be/95-UG3sROVI?t=540,TRUE,,
弾き語り,弾き語り配信,2020/12/03,はじめてのチュウ,あんしんパパ,https://youtu.be/95-UG3sROVI?t=1050,TRUE,,
弾き語り,弾き語り配信,2020/12/03,可愛くなりたい,HoneyWorks,https://youtu.be/95-UG3sROVI?t=1484,TRUE,,
弾き語り,弾き語り配信,2020/12/03,Wherever you are,ONE OK ROCK,https://youtu.be/95-UG3sROVI?t=1948,TRUE,,
弾き語り,弾き語り配信,2020/12/03,I LOVE…,Official髭男dism,https://youtu.be/95-UG3sROVI?t=2361,TRUE,,
弾き語り,弾き語り配信,2020/12/03,irony,ClariS,https://youtu.be/95-UG3sROVI?t=2579,TRUE,,
弾き語り,弾き語り配信,2020/12/03,シルシ,LiSA,https://youtu.be/95-UG3sROVI?t=3694,TRUE,,
弾き語り,弾き語り配信,2020/12/03,Happy Happy Greeting,KinKi Kids,https://youtu.be/95-UG3sROVI?t=4126,TRUE,,
弾き語り,弾き語り配信,2020/12/03,夜咄ディセイブ,じん,https://youtu.be/95-UG3sROVI?t=4661,TRUE,,
弾き語り,弾き語り配信,2020/12/03,magnet,minato(流星P),https://youtu.be/95-UG3sROVI?t=5167,TRUE,,
弾き語り,弾き語り配信,2020/12/03,いろは唄,銀サク,https://youtu.be/95-UG3sROVI?t=5502,TRUE,,
弾き語り,弾き語り配信,2020/12/03,ネトゲ廃人シュプレヒコール,さつきがてんこもり,https://youtu.be/95-UG3sROVI?t=5847,TRUE,,
弾き語り,弾き語り配信,2020/12/03,粘着系男子の15年ネチネチ,家の裏でマンボウが死んでるP,https://youtu.be/95-UG3sROVI?t=6240,TRUE,,
音源協力,MIX協力,2020/12/07,ジャンキーナイトタウンオーケストラ,すりぃ,https://x.com/furen_2434/status/1335887065230135297,FALSE,フレン・Ｅ・ルスタリオ,
弾き語り,弾き語り配信,2020/12/07,紅蓮華,LiSA,https://youtu.be/L7SdZVfE4ng?t=321,TRUE,,
弾き語り,弾き語り配信,2020/12/07,オリオンをなぞる,UNISON SQUARE GARDEN,https://youtu.be/L7SdZVfE4ng?t=754,TRUE,,
弾き語り,弾き語り配信,2020/12/07,only my railgun,frip Side,https://youtu.be/L7SdZVfE4ng?t=1154,TRUE,,
弾き語り,弾き語り配信,2020/12/07,Butter-Fly,和田光司,https://youtu.be/L7SdZVfE4ng?t=1589,TRUE,,
弾き語り,弾き語り配信,2020/12/07,*～アスタリスク～,ORANGE RANGE,https://youtu.be/L7SdZVfE4ng?t=2018,TRUE,,
弾き語り,弾き語り配信,2020/12/07,D-tecnoLife,UVERworld,https://youtu.be/L7SdZVfE4ng?t=2419,TRUE,,
弾き語り,弾き語り配信,2020/12/07,Wishing,水瀬いのり,https://youtu.be/L7SdZVfE4ng?t=3078,TRUE,,
弾き語り,弾き語り配信,2020/12/07,カルマ,BUMP OF CHICKEN,https://youtu.be/L7SdZVfE4ng?t=3588,TRUE,,
弾き語り,弾き語り配信,2020/12/07,水色メロディ,月島きらり starring 久住小春,https://youtu.be/L7SdZVfE4ng?t=3893,TRUE,,
弾き語り,,,やさしさに包まれたなら,松任谷由実,https://youtu.be/jBlfM6jBve4?t=229,,,
弾き語り,,,カタオモイ,Aimer,https://youtu.be/jBlfM6jBve4?t=2806,,,
弾き語り,,,KING(アコギアレンジ),Kanaria,https://youtu.be/jBlfM6jBve4?t=3329,,,
弾き語り,,,丸の内サディスティック,椎名林檎,https://youtu.be/kPWxODmNwWw?t=263,,,
弾き語り,VΔLZオフ歌枠,2020/12/08,☆浮世の演舞,VΔLZ,https://youtu.be/kPWxODmNwWw?t=861,,,
音源協力,音源制作・MIX,2020/12/10,ブリ(ﾟ∀ﾟ)ハマチ,,https://youtu.be/KBs83OdAYPs?si=8M8535fr_TFRze7N,FALSE,本間ひまわり,
弾き語り,ツイキャス,2020/12/14,そばかす,JUDY AND MARY,https://twitcasting.tv/kaida_haru/movie/656387201,TRUE,,
弾き語り,ツイキャス,2020/12/14,1%の恋人,HoneyWorks feat.南(豊永利行),https://twitcasting.tv/kaida_haru/movie/656387201,TRUE,,
弾き語り,ツイキャス,2020/12/14,アゲハ蝶,ポルノグラフィティ,https://twitcasting.tv/kaida_haru/movie/656394713,TRUE,,
弾き語り,ツイキャス,2020/12/14,初恋の絵本,HoneyWorks,https://twitcasting.tv/kaida_haru/movie/656394713,TRUE,,
弾き語り,ツイキャス,2020/12/14,小夜子,みきとP,https://twitcasting.tv/kaida_haru/movie/656394713,TRUE,,
弾き語り,ツイキャス,2020/12/14,地球最後の告白を,kemu,https://twitcasting.tv/kaida_haru/movie/656394713,TRUE,,
弾き語り,ツイキャス,2020/12/14,グランドエスケープ,RADWIMPS,https://twitcasting.tv/kaida_haru/movie/656394713,TRUE,,
弾き語り,ツイキャス,2020/12/14,ピエロ,KEI,https://twitcasting.tv/kaida_haru/movie/656394713,TRUE,,
弾き語り,ツイキャス,2020/12/14,KING,Kanaria,https://twitcasting.tv/kaida_haru/movie/656394713,TRUE,,
弾き語り,ツイキャス,2020/12/14,Falco -ファルコ-,島谷ひとみ,https://twitcasting.tv/kaida_haru/movie/656394713,TRUE,,
弾き語り,ツイキャス,2020/12/14,カブトムシ,aiko,https://twitcasting.tv/kaida_haru/movie/656394713,TRUE,,
弾き語り,弾き語り配信,2020/12/20,Butter-Fly,和田光司,https://youtu.be/j3XT_ft2DWc?t=274,TRUE,,
弾き語り,弾き語り配信,2020/12/20,カサブタ,千綿ヒデノリ,https://youtu.be/j3XT_ft2DWc?t=442,TRUE,,
弾き語り,弾き語り配信,2020/12/20,青いベンチ,サスケ,https://youtu.be/j3XT_ft2DWc?t=582,TRUE,,
弾き語り,弾き語り配信,2020/12/20,高嶺の花子さん,back number,https://youtu.be/j3XT_ft2DWc?t=765,TRUE,,
弾き語り,弾き語り配信,2020/12/20,チカっとチカ千花っ,藤原千花(小原好美),https://youtu.be/j3XT_ft2DWc?t=941,TRUE,,
弾き語り,弾き語り配信,2020/12/20,炎,LiSA,https://youtu.be/j3XT_ft2DWc?t=1092,TRUE,,
弾き語り,弾き語り配信,2020/12/20,やさしさに包まれたなら,松任谷由実,https://youtu.be/j3XT_ft2DWc?t=1308,TRUE,,
弾き語り,弾き語り配信,2020/12/20,優しさの理由,ChouCho,https://youtu.be/j3XT_ft2DWc?t=1450,TRUE,,
弾き語り,弾き語り配信,2020/12/20,ユキトキ,やなぎなぎ,https://youtu.be/j3XT_ft2DWc?t=1636,TRUE,,
弾き語り,弾き語り配信,2020/12/20,一滴の影響,UVERworld,https://youtu.be/j3XT_ft2DWc?t=1857,TRUE,,
弾き語り,弾き語り配信,2020/12/20,浮世CROSSING,UVERworld,https://youtu.be/j3XT_ft2DWc?t=2038,TRUE,,
弾き語り,弾き語り配信,2020/12/20,シャカビーチ～Laka Laka La～,UVERworld,https://youtu.be/j3XT_ft2DWc?t=2193,TRUE,,
弾き語り,弾き語り配信,2020/12/20,カワキヲアメク,美波,https://youtu.be/j3XT_ft2DWc?t=2408,TRUE,,
弾き語り,弾き語り配信,2020/12/20,津軽海峡冬景色,石川さゆり,https://youtu.be/j3XT_ft2DWc?t=2596,TRUE,,
弾き語り,弾き語り配信,2020/12/20,お願いマッスル,紗倉ひびき(ファイルーズあい)＆街雄鳴造(石川界人),https://youtu.be/j3XT_ft2DWc?t=2790,TRUE,,
弾き語り,弾き語り配信,2020/12/20,別の人の彼女になったよ,wacci,https://youtu.be/j3XT_ft2DWc?t=2992,TRUE,,
弾き語り,弾き語り配信,2020/12/20,Catch the Moment,LiSA,https://youtu.be/j3XT_ft2DWc?t=3170,TRUE,,
弾き語り,弾き語り配信,2020/12/20,海色,AKINA from bless4,https://youtu.be/j3XT_ft2DWc?t=3413,TRUE,,
弾き語り,弾き語り配信,2020/12/20,READY!!,765PRO ALLSTARS,https://youtu.be/j3XT_ft2DWc?t=3791,TRUE,,
弾き語り,弾き語り配信,2020/12/20,決意の朝に,Aqua Timez,https://youtu.be/j3XT_ft2DWc?t=4004,TRUE,,
弾き語り,弾き語り配信,2020/12/20,等身大のラブソング,Aqua Timez,https://youtu.be/j3XT_ft2DWc?t=4235,TRUE,,
弾き語り,弾き語り配信,2020/12/20,プラチナ,坂本真綾,https://youtu.be/j3XT_ft2DWc?t=4460,TRUE,,
弾き語り,弾き語り配信,2020/12/20,ファンサ,mona,https://youtu.be/j3XT_ft2DWc?t=4643,TRUE,,
弾き語り,弾き語り配信,2020/12/20,今好きになる。,HoneyWorks,https://youtu.be/j3XT_ft2DWc?t=4804,TRUE,,
弾き語り,弾き語り配信,2020/12/20,可愛くなりたい,HoneyWorks,https://youtu.be/j3XT_ft2DWc?t=4980,TRUE,,
弾き語り,弾き語り配信,2020/12/20,Mela!,緑黄色社会,https://youtu.be/j3XT_ft2DWc?t=5180,TRUE,,
弾き語り,弾き語り配信,2020/12/20,ブルーバード,いきものがかり,https://youtu.be/j3XT_ft2DWc?t=5379,TRUE,,
弾き語り,弾き語り配信,2020/12/20,気まぐれロマンティック,いきものがかり,https://youtu.be/j3XT_ft2DWc?t=5478,TRUE,,
弾き語り,弾き語り配信,2020/12/20,メリッサ,ポルノグラフィティ,https://youtu.be/j3XT_ft2DWc?t=5664,TRUE,,
弾き語り,弾き語り配信,2020/12/20,インフェルノ,Mrs.GREEN APPLE,https://youtu.be/j3XT_ft2DWc?t=5806,TRUE,,
弾き語り,弾き語り配信,2020/12/20,青と夏,Mrs.GREEN APPLE,https://youtu.be/j3XT_ft2DWc?t=5941,TRUE,,
弾き語り,弾き語り配信,2020/12/20,その未来へ,RIRIKO,https://youtu.be/j3XT_ft2DWc?t=6100,TRUE,,
弾き語り,弾き語り配信,2020/12/20,God knows…,涼宮ハルヒ(平野綾),https://youtu.be/j3XT_ft2DWc?t=6305,TRUE,,
弾き語り,弾き語り配信,2020/12/20,オリオンをなぞる,UNISON SQUARE GARDEN,https://youtu.be/j3XT_ft2DWc?t=6460,TRUE,,
弾き語り,弾き語り配信,2020/12/20,桜のあと,UNISON SQUARE GARDEN,https://youtu.be/j3XT_ft2DWc?t=6681,TRUE,,
弾き語り,弾き語り配信,2020/12/20,シュガーソングとビターステップ,UNISON SQUARE GARDEN,https://youtu.be/j3XT_ft2DWc?t=6824,TRUE,,
弾き語り,弾き語り配信,2020/12/20,366日,HY,https://youtu.be/j3XT_ft2DWc?t=6980,TRUE,,
弾き語り,弾き語り配信,2020/12/20,カブトムシ,aiko,https://youtu.be/j3XT_ft2DWc?t=7209,TRUE,,
弾き語り,弾き語り配信,2020/12/20,変わらないもの,奥華子,https://youtu.be/j3XT_ft2DWc?t=7411,TRUE,,
弾き語り,弾き語り配信,2020/12/20,ガーネット,奥華子,https://youtu.be/j3XT_ft2DWc?t=7628,TRUE,,
弾き語り,弾き語り配信,2020/12/20,恋,奥華子,https://youtu.be/j3XT_ft2DWc?t=7824,TRUE,,
弾き語り,弾き語り配信,2020/12/20,瞳をとじて,平井堅,https://youtu.be/j3XT_ft2DWc?t=8020,TRUE,,
弾き語り,弾き語り配信,2020/12/20,風になる,つじあやの,https://youtu.be/j3XT_ft2DWc?t=8215,TRUE,,
弾き語り,弾き語り配信,2020/12/20,明日への扉,I WiSH,https://youtu.be/j3XT_ft2DWc?t=8411,TRUE,,
弾き語り,弾き語り配信,2020/12/20,紅蓮の弓矢,Linked Horizon,https://youtu.be/j3XT_ft2DWc?t=8591,TRUE,,
弾き語り,弾き語り配信,2020/12/20,Q＆Aリサイタル！,戸松遥,https://youtu.be/j3XT_ft2DWc?t=8856,TRUE,,
弾き語り,弾き語り配信,2020/12/20,ウィーアー！,きただにひろし,https://youtu.be/j3XT_ft2DWc?t=8996,TRUE,,
弾き語り,弾き語り配信,2020/12/20,アドバンス・アドベンチャー,GARDEN,https://youtu.be/j3XT_ft2DWc?t=9125,TRUE,,
弾き語り,弾き語り配信,2020/12/20,OK!,松本梨香,https://youtu.be/j3XT_ft2DWc?t=9332,TRUE,,
弾き語り,弾き語り配信,2020/12/20,バトルフロンティア,高屋亜希那,https://youtu.be/j3XT_ft2DWc?t=9536,TRUE,,
弾き語り,弾き語り配信,2020/12/20,ゲッタバンバン,佐香智久,https://youtu.be/j3XT_ft2DWc?t=9686,TRUE,,
弾き語り,弾き語り配信,2020/12/20,Together,あきよしふみえ,https://youtu.be/j3XT_ft2DWc?t=9823,TRUE,,
弾き語り,弾き語り配信,2020/12/20,天体観測,BUMP OF CHICKEN,https://youtu.be/j3XT_ft2DWc?t=10255,TRUE,,
弾き語り,弾き語り配信,2020/12/20,YUME日和,島谷ひとみ,https://youtu.be/j3XT_ft2DWc?t=10380,TRUE,,
弾き語り,弾き語り配信,2020/12/20,キセキ,GreeeeN,https://youtu.be/j3XT_ft2DWc?t=10506,TRUE,,
弾き語り,弾き語り配信,2020/12/20,風が吹く街,ラックライフ,https://youtu.be/j3XT_ft2DWc?t=10666,TRUE,,
弾き語り,弾き語り配信,2020/12/20,天使に触れたよ！,放課後ティータイム,https://youtu.be/j3XT_ft2DWc?t=10794,TRUE,,
弾き語り,弾き語り配信,2020/12/20,恋愛サーキュレーション,千石撫子(花澤香菜),https://youtu.be/j3XT_ft2DWc?t=10913,TRUE,,
弾き語り,弾き語り配信,2020/12/20,白金ディスコ,阿良々木月火(井口裕香),https://youtu.be/j3XT_ft2DWc?t=11057,TRUE,,
弾き語り,弾き語り配信,2020/12/20,staple stable,戦場ヶ原ひたぎ(斎藤千和),https://youtu.be/j3XT_ft2DWc?t=11185,TRUE,,
弾き語り,弾き語り配信,2020/12/20,帰り道,八九寺真宵(加藤英美里),https://youtu.be/j3XT_ft2DWc?t=11341,TRUE,,
弾き語り,弾き語り配信,2020/12/20,ambivalent world,神原駿河(沢城みゆき),https://youtu.be/j3XT_ft2DWc?t=11450,TRUE,,
弾き語り,弾き語り配信,2020/12/20,空色デイズ,中川翔子,https://youtu.be/j3XT_ft2DWc?t=11613,TRUE,,
弾き語り,弾き語り配信,2020/12/20,耳の聞こえなくなった恋人とそのうたうたい,大石昌良,https://youtu.be/j3XT_ft2DWc?t=11761,TRUE,,
弾き語り,弾き語り配信,2020/12/20,一度だけの恋なら,ワルキューレ,https://youtu.be/j3XT_ft2DWc?t=12039,TRUE,,
弾き語り,弾き語り配信,2020/12/20,恋! ハレイション THE WAR,ワルキューレ,https://youtu.be/j3XT_ft2DWc?t=12183,TRUE,,
弾き語り,弾き語り配信,2020/12/20,オトモダチフィルム,オーイシマサヨシ,https://youtu.be/j3XT_ft2DWc?t=12327,TRUE,,
弾き語り,弾き語り配信,2020/12/20,夜空ノムコウ,SMAP,https://youtu.be/j3XT_ft2DWc?t=12523,TRUE,,
弾き語り,弾き語り配信,2020/12/20,innocent starter,水樹奈々,https://youtu.be/j3XT_ft2DWc?t=12724,TRUE,,
弾き語り,弾き語り配信,2020/12/20,Little Wish ～Lyrical step～,田村ゆかり,https://youtu.be/j3XT_ft2DWc?t=12863,TRUE,,
弾き語り,弾き語り配信,2020/12/20,fancy baby doll,田村ゆかり,https://youtu.be/j3XT_ft2DWc?t=13060,TRUE,,
弾き語り,弾き語り配信,2020/12/20,もう恋なんてしない,槇原敬之,https://youtu.be/j3XT_ft2DWc?t=13449,TRUE,,
弾き語り,弾き語り配信,2020/12/20,赤いスイートピー,松田聖子,https://youtu.be/j3XT_ft2DWc?t=13698,TRUE,,
弾き語り,弾き語り配信,2020/12/20,The Biggest Dreamer,和田光司,https://youtu.be/j3XT_ft2DWc?t=13857,TRUE,,
弾き語り,弾き語り配信,2020/12/20,勇気100%,光GENGI,https://youtu.be/j3XT_ft2DWc?t=14095,TRUE,,
弾き語り,弾き語り配信,2020/12/20,secret base～君がくれたもの～,ZONE,https://youtu.be/j3XT_ft2DWc?t=14242,TRUE,,
弾き語り,弾き語り配信,2020/12/20,もののけ姫,米良美一,https://youtu.be/j3XT_ft2DWc?t=14696,TRUE,,
弾き語り,弾き語り配信,2020/12/20,ぶる～べりぃ♡とれいん,南ことり(内田彩),https://youtu.be/j3XT_ft2DWc?t=14919,TRUE,,
弾き語り,弾き語り配信,2020/12/20,僕らは今のなかで,μ's,https://youtu.be/j3XT_ft2DWc?t=15134,TRUE,,
弾き語り,弾き語り配信,2020/12/20,こころのたまご,Buono!,https://youtu.be/j3XT_ft2DWc?t=15600,TRUE,,
弾き語り,弾き語り配信,2020/12/20,M♭,加藤恵(安野希世乃),https://youtu.be/j3XT_ft2DWc?t=16001,TRUE,,
弾き語り,弾き語り配信,2020/12/20,もってけ！セーラーふく,泉こなた(平野綾)、柊かがみ(加藤英美里)、柊つかさ(福原香織)、高良みゆき(遠藤綾),https://youtu.be/j3XT_ft2DWc?t=16178,TRUE,,
弾き語り,弾き語り配信,2020/12/20,寝・逃・げでリセット！,柊つかさ(福原香織),https://youtu.be/j3XT_ft2DWc?t=16294,TRUE,,
弾き語り,弾き語り配信,2020/12/20,太陽の楽園 ~Promised Land~,神戸みゆき,https://youtu.be/j3XT_ft2DWc?t=16446,TRUE,,
弾き語り,弾き語り配信,2020/12/20,Legend of Marmaid,中田あすみ、寺門仁美、浅野まゆみ,https://youtu.be/j3XT_ft2DWc?t=16605,TRUE,,
